Restaurant Name,Location,City,Cuisines,Average Cost for Two,Currency,Has Table Booking,Has Online Delivery,Aggregate Rating,Rating Color,Rating Text,Votes,Restaurant Type,Address,Phone Number
Walker Plc, indiranagar ,Bangalore,North Indian,200.0,INR,No,Yes,2.4,Red,Poor,31.0,Delivery,"3400 Waller Springs Apt. 184, North Adam, ME 78806",474.339.8255x747
"Cooke, Smith And Ruiz", btm ,Bangalore,Chinese,500.0,INR,No,Yes,2.6,Red,Good,9335.0,Cafe,"2128 Gutierrez Ridge, West Dustin, CO 97769",828-682-3737
Alexander-Miller, whitefield ,Bangalore,Italian,600.0,INR,Yes,No,3.2,Green,Poor,9235.0,Cafe,"49964 Randy Dale Apt. 682, East Williammouth, MI 75480",+1-712-292-6745x298
"Johnson, Miller And Wilson", whitefield ,Bangalore,Continental,300.0,INR,Yes,Yes,2.0,Yellow,Very Good,2050.0,Dessert Parlor,"USCGC Nichols, FPO AE 67187",+1-375-854-8998x157
Harris-Manning, koramangala ,Bangalore,South Indian,500.0,INR,Yes,No,4.0,Yellow,Good,9240.0,Casual Dining,"593 Mitchell Burgs, Port Larryfurt, MA 72064",003.740.2796
Jones-Mcdaniel, koramangala ,Bangalore,Mexican,700.0,INR,No,Yes,2.7,Red,Poor,1438.0,Cafe,"5631 Walker Vista Apt. 186, Jenniferborough, WV 10252",825.783.4693x925
Huynh Llc, btm ,Bangalore,Italian,400.0,INR,No,No,3.6,Red,Average,1188.0,Dessert Parlor,"136 Boyd Cliffs Apt. 096, South Melanie, AK 50564",(136)002-0050x893
Nunez-Massey, koramangala ,Bangalore,Chinese,700.0,INR,No,Yes,3.506421052631579,Red,Average,9978.0,Cafe,"USS Wright, FPO AP 52230",065-855-8459
"Dodson, Suarez And Thompson", hsr ,Bangalore,Continental,600.0,INR,Yes,No,3.4,Yellow,Excellent,695.0,Delivery,"68724 Edwards Rest Suite 551, Smithtown, GA 02256",+1-174-864-0389x68746
Bell-Randall, btm ,Bangalore,Continental,500.0,INR,No,No,4.8,Yellow,Poor,7126.0,Quick Bites,"83786 Brandon Neck, Savageberg, IA 22600",(971)409-8600x638
Hubbard-Campbell, koramangala ,Bangalore,Mexican,400.0,INR,No,No,2.2,Green,Good,4730.0,Dessert Parlor,"228 Ronald Estates Apt. 100, Herrerahaven, IN 14932",755.924.4770
Baker Llc, btm ,Bangalore,South Indian,500.0,INR,No,No,3.4,Red,Excellent,7380.0,Delivery,"0644 Miller Branch Suite 983, Port Andrewchester, AK 78677",+1-270-181-5014x222
Holt-Chapman, koramangala ,Bangalore,South Indian,700.0,INR,No,No,2.1,Orange,Average,1770.0,Cafe,"18284 Andrew Center, Tiffanyburgh, AZ 77810",(719)556-9755
Phillips-Fisher, whitefield ,Bangalore,Chinese,500.0,INR,No,Yes,3.5,Orange,Average,9861.0,Quick Bites,"40362 Lindsey Port Suite 493, North Mark, OK 28222",-9072
Rice Inc, indiranagar ,Bangalore,Italian,600.0,INR,Yes,Yes,2.5,Green,Average,496.0,Cafe,"240 Erika Plaza Apt. 070, East Daniellehaven, VT 19491",(175)512-1118
Nicholson Plc, jayanagar ,Bangalore,Italian,300.0,INR,No,Yes,3.4,Red,Very Good,8850.0,Quick Bites,"425 Bruce Crest, New Michelle, AZ 89148",(511)264-9626x548
Mccoy-Williams, indiranagar ,Bangalore,Chinese,300.0,INR,Yes,Yes,2.8,Yellow,Very Good,4932.0,Cafe,"5509 Sanchez Lights Apt. 053, West Marie, LA 18986",+1-170-819-8394x579
Carter-Moore, koramangala ,Bangalore,Mexican,700.0,INR,No,No,4.8,Green,Average,9259.0,Quick Bites,"056 Pollard Fields Suite 651, Gaymouth, HI 01378",(966)584-3341x62062
Madden-Kelly, btm ,Bangalore,North Indian,500.0,INR,No,No,3.9,Orange,Poor,2384.0,Delivery,"1036 Pearson Plaza Suite 126, North John, CO 24320",(423)674-4399
Johnson Plc, btm ,Bangalore,Italian,600.0,INR,No,No,2.0,Red,Very Good,1157.0,Delivery,"66229 Brandon Ramp, Jensenfort, VT 52664",121-687-7070x585
Moore Inc, indiranagar ,Bangalore,South Indian,300.0,INR,Yes,No,4.6,Yellow,Excellent,9014.0,Casual Dining,"36273 Sherman Forest Suite 764, Port Jasonmouth, HI 69225",001-516-014-7780x51250
Allison Plc, koramangala ,Bangalore,Continental,300.0,INR,Yes,Yes,4.2,Red,Poor,2451.0,Delivery,"258 John Stravenue Suite 631, Garybury, NE 72930",13416306
Delgado Ltd, jayanagar ,Bangalore,Chinese,300.0,INR,Yes,No,3.6,Green,Poor,726.0,Dessert Parlor,"116 Palmer Drive, West Megan, RI 49978",744-627-2508x65227
Monroe-Johnson, jayanagar ,Bangalore,North Indian,300.0,INR,No,Yes,2.5,Green,Excellent,864.0,Quick Bites,"135 Kendra Stravenue, Port Kayla, PA 58825",+1-273-180-9265x883
Johnston-Rivera, koramangala ,Bangalore,North Indian,600.0,INR,Yes,No,2.8,Red,Very Good,5049.0,Casual Dining,"923 Tammy Loaf Suite 030, South Amanda, ND 66859",942-835-0689
Martin Ltd, indiranagar ,Bangalore,Chinese,300.0,INR,Yes,No,3.7,Orange,Average,2242.0,Casual Dining,"USNS Martin, FPO AP 01284",001-103-369-9343x73058
Bean Inc, btm ,Bangalore,South Indian,600.0,INR,No,Yes,4.7,Yellow,Average,2391.0,Cafe,"8434 Brittany Run Suite 339, Brownfurt, MD 84062",-2245
Kelley-Watts, btm ,Bangalore,Italian,200.0,INR,No,Yes,3.7,Orange,Average,7455.0,Dessert Parlor,"69086 Laura Motorway Suite 015, North Zacharystad, HI 57325",(342)175-0916x725
"Pace, Coleman And Oliver", hsr ,Bangalore,Italian,400.0,INR,No,No,2.4,Green,Average,5373.0,Quick Bites,"9421 Tracy Summit Suite 722, Florestown, AL 62912",001-040-521-0783
"Olson, Cook And Williams", koramangala ,Bangalore,Unknown,200.0,INR,Yes,Yes,2.3,Yellow,Very Good,7645.0,Casual Dining,"552 Erica Glen, Morganberg, VA 29211",(804)570-9327x75250
Brown Llc, koramangala ,Bangalore,North Indian,448.9606039661864,INR,No,No,2.1,Green,Good,6236.0,Cafe,"178 Savannah Key Suite 721, West Monicachester, OK 57415",001-093-060-3492x8248
Green-Stevens, hsr ,Bangalore,South Indian,300.0,INR,Yes,Yes,3.4,Green,Average,1829.0,Quick Bites,"03240 Rebecca Greens, Mcclureshire, FL 56515",945-814-9525x20038
Tran Inc, hsr ,Bangalore,Mexican,500.0,INR,No,Yes,5.0,Green,Poor,3980.0,Dessert Parlor,"65073 Williams Forks Suite 997, Port Katherine, WV 28878",436-973-3535x21266
Browning-Thompson, whitefield ,Bangalore,Unknown,400.0,INR,No,Yes,4.7,Red,Poor,9260.0,Casual Dining,"USS Butler, FPO AP 01228",001-220-582-7003x528
Bell Inc, whitefield ,Bangalore,South Indian,300.0,INR,No,Yes,3.2,Orange,Good,4569.0,Cafe,"57522 Rodriguez Hills, West Todd, GA 96707",+1-260-078-5923x062
"Snyder, Martinez And Cole", btm ,Bangalore,Chinese,200.0,INR,Yes,Yes,4.0,Orange,Poor,2090.0,Quick Bites,"219 Terry Inlet Suite 730, New Katie, PA 11155",001-136-157-1180x963
Valentine Llc, koramangala ,Bangalore,Unknown,700.0,INR,Yes,No,4.1,Orange,Poor,7552.0,Delivery,"033 Hunt Trail Suite 476, North Josephfurt, DC 78461",938.562.2177
"Campbell, Mercado And Peterson", indiranagar ,Bangalore,Chinese,448.9606039661864,INR,No,Yes,3.8,Yellow,Good,1387.0,Cafe,"32904 Susan Terrace, Jameschester, IA 01273",511.103.7443x6963
"Hudson, Phillips And Zhang", jayanagar ,Bangalore,Mexican,700.0,INR,No,Yes,2.8,Red,Good,3261.0,Delivery,"15219 Wong Crossroad Apt. 864, West Zachary, AR 77989",001-456-583-2453x718
Martin Llc, koramangala ,Bangalore,North Indian,700.0,INR,Yes,No,3.6,Red,Average,5022.522421052631,Cafe,"940 Soto Courts, Weaverland, TN 22980",400-363-7316
Hatfield And Sons, whitefield ,Bangalore,Continental,300.0,INR,No,No,3.8,Red,Very Good,9754.0,Quick Bites,"4310 Ashley Greens Suite 474, Jamesside, NV 95622",582-828-3738x9332
"Torres, Wright And Lopez", hsr ,Bangalore,North Indian,400.0,INR,Yes,No,3.2,Green,Poor,7881.0,Delivery,"138 Marquez Fields Suite 165, Michaelside, OR 39922",(637)042-5053x029
"Holland, Thomas And Welch", koramangala ,Bangalore,South Indian,600.0,INR,No,Yes,2.7,Red,Good,4851.0,Delivery,"59779 David Drives Suite 608, Lake Jessicaside, GA 88416",195.828.8536x28167
"Kelley, Harris And Sandoval", hsr ,Bangalore,South Indian,500.0,INR,No,No,4.3,Yellow,Very Good,7297.0,Dessert Parlor,"797 Alex Mews, South Michaeltown, KY 38511",+1-883-998-6044x078
Jackson-Baxter, indiranagar ,Bangalore,Unknown,200.0,INR,Yes,Yes,3.1,Orange,Poor,3136.0,Dessert Parlor,"77181 Katie Parks, Brendafort, CO 26488",-6364
Hawkins Group, hsr ,Bangalore,South Indian,600.0,INR,Yes,No,3.3,Red,Very Good,9687.0,Cafe,"2116 Green Court, Williamport, MO 37032",(932)579-6031x128
Clark-Robinson, btm ,Bangalore,Mexican,500.0,INR,No,No,2.7,Orange,Very Good,6174.0,Cafe,"57540 Brown Lock, South Kathryn, WA 70339",(856)812-1716x96351
"Elliott, Bell And Cardenas", indiranagar ,Bangalore,Chinese,200.0,INR,Yes,Yes,4.1,Orange,Average,7079.0,Delivery,"6881 Park Pike, Christophershire, WI 73482",001-486-013-1638x9837
Davis-Knox, whitefield ,Bangalore,Continental,600.0,INR,Yes,No,4.1,Red,Poor,7026.0,Delivery,"57713 Jordan Locks Suite 294, East Benjamin, VT 04656",(935)768-5573x28916
Hernandez Ltd, hsr ,Bangalore,South Indian,200.0,INR,No,Yes,4.2,Yellow,Average,9310.0,Casual Dining,"15958 Cervantes Rapids, West Amandastad, TN 12989",+1-967-037-1754x48946
Turner Ltd, hsr ,Bangalore,Continental,700.0,INR,Yes,No,4.1,Yellow,Poor,8515.0,Dessert Parlor,"6296 Craig Throughway, Judyberg, NE 44325",001-489-451-7576x4794
"Ramsey, Shaw And Nguyen", hsr ,Bangalore,South Indian,300.0,INR,Yes,No,4.9,Green,Very Good,5046.0,Delivery,"36767 Gabriela Pines Apt. 934, Melvinville, NH 77903",+1-022-721-6592x6786
Rodgers Ltd, koramangala ,Bangalore,Continental,400.0,INR,No,Yes,2.9,Red,Poor,6169.0,Delivery,"063 West Cliffs Suite 638, Lake Davidbury, NJ 43821",001-279-336-1790x39871
Rodgers Inc, koramangala ,Bangalore,Mexican,300.0,INR,Yes,No,4.4,Red,Excellent,6247.0,Casual Dining,"05073 Cobb Divide, South Bryan, KY 80398",360-438-3292x778
Scott Group, btm ,Bangalore,Continental,700.0,INR,Yes,No,5.0,Orange,Excellent,7482.0,Quick Bites,"98902 Dana Lock, North Rickyton, UT 08947",(657)470-9048x664
Jensen Group, hsr ,Bangalore,Italian,600.0,INR,No,No,4.5,Green,Excellent,5386.0,Dessert Parlor,"28041 Hinton Views Apt. 458, Josephmouth, IL 81432",(294)848-0836x1766
Clark Ltd, whitefield ,Bangalore,South Indian,500.0,INR,No,Yes,2.3,Orange,Good,6659.0,Cafe,"Unit 1564 Box 4623, DPO AE 13108",604-565-7833
"Waters, Alexander And Kline", btm ,Bangalore,Chinese,700.0,INR,No,No,3.506421052631579,Red,Very Good,6771.0,Dessert Parlor,"712 Kelly Estate, Port Carol, KY 33651",405-772-2871
"Rodriguez, Sharp And Anderson", koramangala ,Bangalore,Chinese,600.0,INR,No,Yes,2.1,Green,Very Good,7976.0,Dessert Parlor,"10375 Chad Mountain Suite 158, Brownmouth, MI 63455",253.561.0878x18645
Johnson Inc, hsr ,Bangalore,Chinese,200.0,INR,Yes,No,3.8,Green,Poor,658.0,Cafe,"509 Anthony Cliffs, East Angela, OK 28976",447-019-7974
"Woods, Cunningham And Jones", whitefield ,Bangalore,Italian,300.0,INR,Yes,Yes,3.4,Green,Poor,4870.0,Cafe,"6914 Ashley Ways Suite 259, Coryborough, AR 83131",2419650829
Martinez-Johnson, whitefield ,Bangalore,Chinese,600.0,INR,No,Yes,3.8,Orange,Very Good,4048.0,Dessert Parlor,"37453 Craig Walk Apt. 112, Hudsonbury, FL 36746",566.830.9325x7127
Macdonald-Sanders, whitefield ,Bangalore,Mexican,700.0,INR,No,Yes,4.8,Green,Very Good,9459.0,Delivery,"670 Lisa Shore Suite 652, Lawrencefurt, KY 26028",951.285.8505
Kelley-Armstrong, jayanagar ,Bangalore,South Indian,700.0,INR,Yes,Yes,2.8,Orange,Average,3363.0,Delivery,"693 Tiffany Port Suite 912, Port Jamieborough, WY 27690",001-538-140-2532x4279
"Whitaker, Short And Monroe", jayanagar ,Bangalore,Mexican,400.0,INR,No,Yes,3.2,Orange,Good,289.0,Dessert Parlor,"USS Powell, FPO AA 92730",001-881-264-4858x93607
Patel Inc, indiranagar ,Bangalore,Mexican,600.0,INR,No,No,4.9,Yellow,Good,9139.0,Dessert Parlor,"74561 Frank Stream Suite 340, Jenningsmouth, IL 05425",+1-368-471-7953x08360
Edwards And Sons, jayanagar ,Bangalore,Chinese,300.0,INR,Yes,Yes,4.5,Yellow,Poor,2887.0,Quick Bites,"084 Simmons Terrace, Johnstad, DE 49869",604.939.2520
Curtis Llc, koramangala ,Bangalore,South Indian,400.0,INR,Yes,No,2.5,Green,Average,4403.0,Casual Dining,"14959 Blake Corners Suite 139, Port Victoria, MS 62126",948.809.8535
Hardy Plc, koramangala ,Bangalore,South Indian,700.0,INR,No,No,2.8,Green,Poor,6200.0,Quick Bites,"75738 Rodriguez Road Suite 583, Johnsonview, OH 51595",+1-662-159-3645x340
Gonzalez Inc, whitefield ,Bangalore,Italian,300.0,INR,Yes,Yes,3.8,Yellow,Good,2246.0,Casual Dining,"46993 Peterson Street Suite 604, Patrickfurt, AR 71114",(990)511-3067x0474
Conrad-Stokes, btm ,Bangalore,Italian,448.9606039661864,INR,No,Yes,3.3,Green,Good,8158.0,Delivery,"8803 Morales Mews, Port Sean, NC 29955",001-388-175-9222x1372
Kelley-Turner, indiranagar ,Bangalore,Italian,700.0,INR,Yes,No,4.0,Red,Average,9365.0,Casual Dining,"914 Robinson Plains Suite 339, Harrisville, KS 97647",124.669.3611
Lucas-Robles, jayanagar ,Bangalore,Italian,700.0,INR,No,No,3.1,Red,Excellent,5022.522421052631,Cafe,"456 Pearson Mill, Smithberg, MT 44570",776-996-8681x5011
Jimenez Group, jayanagar ,Bangalore,Italian,448.9606039661864,INR,Yes,No,4.9,Orange,Very Good,6057.0,Dessert Parlor,"701 Tyler View Apt. 588, South Sandra, NH 34126",(114)733-3476x813
Mcgrath Llc, koramangala ,Bangalore,Mexican,700.0,INR,Yes,Yes,4.1,Green,Poor,627.0,Casual Dining,"960 Christina Via Apt. 346, Port Christophermouth, IN 43524",529-460-1826
Becker-Banks, indiranagar ,Bangalore,Italian,500.0,INR,No,No,3.1,Green,Poor,9613.0,Quick Bites,"7040 Mario Ridge Suite 206, West Daniel, NE 44659",214-357-7587x1756
Young Plc, whitefield ,Bangalore,Italian,300.0,INR,Yes,No,2.4,Green,Average,7646.0,Cafe,"7436 Graham Cliff, Jacksonborough, VT 96049",(517)015-1279
Cameron-Pena, jayanagar ,Bangalore,Mexican,200.0,INR,No,Yes,3.8,Green,Excellent,2896.0,Casual Dining,"04357 Breanna Cliffs, Port Kelly, MN 19839",406-465-8672
"Price, Wise And Scott", btm ,Bangalore,Mexican,600.0,INR,Yes,No,2.3,Orange,Poor,4886.0,Cafe,"9542 Miller Neck Suite 805, Port Martha, MN 97722",+1-051-728-9561x44193
"Jackson, Wilkins And Williams", jayanagar ,Bangalore,Mexican,400.0,INR,No,Yes,3.506421052631579,Red,Poor,5294.0,Casual Dining,"829 Matthew Circles Apt. 753, Woodland, KS 17809",979-502-5480x6305
Weaver Plc, koramangala ,Bangalore,Continental,400.0,INR,No,No,3.8,Red,Good,4376.0,Delivery,"4034 Amy Coves, Braunton, HI 09315",523-281-0808x966
"Smith, Brown And Sandoval", btm ,Bangalore,Chinese,400.0,INR,Yes,Yes,3.4,Green,Good,8612.0,Quick Bites,"20357 Allison Overpass Apt. 411, West Andrewburgh, KS 21452",425-139-5387
Evans And Sons, btm ,Bangalore,Mexican,400.0,INR,Yes,No,3.5,Yellow,Excellent,5474.0,Delivery,"USS King, FPO AP 45670",775-467-2567
"Serrano, Lopez And Holloway", hsr ,Bangalore,Continental,400.0,INR,Yes,Yes,3.2,Orange,Good,1801.0,Dessert Parlor,"Unit 2337 Box 0429, DPO AE 29855",4285606726
"Obrien, Taylor And Ray", jayanagar ,Bangalore,South Indian,200.0,INR,Yes,Yes,2.3,Orange,Average,4417.0,Delivery,"9804 William Rapid, Brianburgh, HI 75267",+1-317-197-2761x1747
Thomas Plc, whitefield ,Bangalore,Chinese,600.0,INR,No,Yes,4.1,Yellow,Very Good,8689.0,Casual Dining,"USNS Huffman, FPO AP 20447",(866)897-3921
"Campos, Liu And Rose", indiranagar ,Bangalore,North Indian,500.0,INR,Yes,No,4.7,Red,Excellent,8039.0,Dessert Parlor,"7708 Dixon Crest, Michaelview, MI 02677",596-019-7409
Fisher-Dougherty, jayanagar ,Bangalore,North Indian,700.0,INR,Yes,Yes,2.5,Orange,Excellent,5022.522421052631,Delivery,"9174 Jenkins Brooks, Bankschester, NV 42012",+1-461-302-5240x30785
"Johnson, Martinez And Taylor", indiranagar ,Bangalore,South Indian,400.0,INR,No,Yes,3.9,Red,Good,5052.0,Dessert Parlor,"33872 Crawford Curve Apt. 331, Lake Michelletown, WI 53336",042.692.3357
Brown-Vasquez, whitefield ,Bangalore,Chinese,400.0,INR,No,Yes,2.2,Yellow,Very Good,2562.0,Quick Bites,"7140 Williams Bridge Suite 035, Amberborough, MT 60421",001-816-237-8906x00518
"Hodge, Weaver And Clark", btm ,Bangalore,Italian,700.0,INR,Yes,Yes,4.0,Orange,Excellent,6289.0,Quick Bites,"158 Sharon Creek, Sethberg, WI 83542",026-094-6915x7430
Campbell-Rivers, whitefield ,Bangalore,North Indian,400.0,INR,No,No,2.4,Yellow,Very Good,2019.0,Quick Bites,"692 Susan Rapid, New Pamela, MD 23805",9487175322
"Waters, Washington And Thomas", indiranagar ,Bangalore,Chinese,700.0,INR,Yes,Yes,4.7,Green,Poor,9061.0,Quick Bites,"10146 Haynes Glens, Austinbury, MA 37172",610-899-8078x248
Love-Cohen, btm ,Bangalore,Italian,600.0,INR,Yes,Yes,2.7,Orange,Average,5022.522421052631,Delivery,"USNV Lee, FPO AP 35914",264.539.3522x45606
Franklin-Burke, koramangala ,Bangalore,Chinese,500.0,INR,No,No,2.1,Yellow,Very Good,8722.0,Quick Bites,"261 Harrell Mews Apt. 239, New Emilymouth, NM 75288",001-395-542-2497
"Reynolds, Owen And Reilly", jayanagar ,Bangalore,Chinese,700.0,INR,No,No,3.506421052631579,Orange,Very Good,4560.0,Cafe,"USNS Clark, FPO AA 30495",039.095.6788x973
Gilbert-Chavez, whitefield ,Bangalore,Continental,300.0,INR,Yes,No,2.6,Yellow,Good,3384.0,Casual Dining,"54367 Rachel Trail Suite 726, Martinezville, OH 56558",350.567.1385x32930
Hayes-Fuller, koramangala ,Bangalore,Unknown,400.0,INR,Yes,Yes,4.3,Yellow,Good,3486.0,Dessert Parlor,"8943 Brown Oval, Marshallland, FL 67066",(571)347-5125
"Sullivan, Stevenson And Thornton", hsr ,Bangalore,South Indian,500.0,INR,Yes,No,3.0,Orange,Average,1321.0,Delivery,"91985 Garcia Point, Huntton, FL 48615",530-047-3129x55305
Smith-Joyce, jayanagar ,Bangalore,Continental,600.0,INR,No,Yes,2.8,Green,Excellent,2682.0,Delivery,"6219 Matthew Bridge, Matthewhaven, IL 36698",(462)380-6633x404
"Dixon, Flores And Petty", indiranagar ,Bangalore,Unknown,400.0,INR,Yes,Yes,2.9,Orange,Very Good,5022.522421052631,Quick Bites,"62953 Sparks Squares, Davidshire, WY 61438",545.849.6797x64613
"Barnes, Thomas And Garza", jayanagar ,Bangalore,Mexican,500.0,INR,No,No,3.9,Orange,Good,5541.0,Quick Bites,"46925 Anthony Causeway Suite 005, Morganburgh, MI 77049",834.854.6274x031
"Dunn, Howard And Curry", hsr ,Bangalore,Mexican,600.0,INR,Yes,No,2.3,Red,Excellent,759.0,Cafe,"7089 Smith Drive Apt. 171, New Susanborough, NV 93883",846-683-3784x73786
Price-Caldwell, whitefield ,Bangalore,Continental,300.0,INR,No,No,2.9,Yellow,Excellent,1928.0,Dessert Parlor,"7432 Haley Field Apt. 580, East Jenniferfurt, NV 72468",259.833.3550x999
Herman Group, btm ,Bangalore,Continental,700.0,INR,Yes,Yes,4.8,Red,Good,4477.0,Quick Bites,"689 Carla Lodge Suite 411, East Alice, CT 31245",001-099-349-9046
Gibson-Hawkins, indiranagar ,Bangalore,North Indian,200.0,INR,No,No,4.1,Green,Good,135.0,Cafe,"Unit 0658 Box 6570, DPO AA 65372",838.848.6271x824
"Smith, Bell And Carson", indiranagar ,Bangalore,Continental,200.0,INR,Yes,Yes,2.6,Green,Very Good,6037.0,Quick Bites,"6678 Shaw Valley, North Stephanieview, IA 64682",001-788-818-7506x3810
"Lawson, Merritt And Peterson", btm ,Bangalore,Italian,500.0,INR,Yes,No,2.8,Green,Excellent,255.0,Dessert Parlor,"400 Joyce Club, Port Jeremy, KY 76787",470-194-0848
"Thomas, Watkins And Johnson", btm ,Bangalore,Italian,500.0,INR,No,No,4.9,Orange,Average,3756.0,Dessert Parlor,"PSC 2115, Box 8766, APO AA 47519",+1-682-245-0662x1301
"Lee, Herrera And Moore", indiranagar ,Bangalore,Mexican,448.9606039661864,INR,Yes,No,3.5,Yellow,Very Good,5755.0,Cafe,"255 Hendricks Ferry, North Rebeccamouth, PA 44542",810.871.7440x715
"Bradley, Griffin And Werner", whitefield ,Bangalore,Italian,700.0,INR,No,No,3.506421052631579,Yellow,Average,9625.0,Dessert Parlor,"11624 Sharon Parkway Suite 586, West Annbury, FL 64937",470.804.8935x0133
"Williams, Morgan And Brown", jayanagar ,Bangalore,South Indian,300.0,INR,No,Yes,2.8,Green,Very Good,2189.0,Casual Dining,"18543 Spencer Flat Suite 035, Andreaberg, CA 17703",+1-500-653-4324x3801
York Group, btm ,Bangalore,Chinese,300.0,INR,Yes,No,4.6,Green,Excellent,7618.0,Dessert Parlor,"35320 Mosley Fords Apt. 537, North Ericfort, IL 18182",001-216-159-1792
"Reeves, Jones And Carrillo", koramangala ,Bangalore,Continental,400.0,INR,No,No,2.8,Green,Poor,722.0,Quick Bites,"Unit 9009 Box 1891, DPO AP 92457",+1-980-836-5215x43369
Price Plc, hsr ,Bangalore,Continental,700.0,INR,Yes,No,4.0,Green,Excellent,7254.0,Quick Bites,"213 Nichols Gardens Suite 058, Dillonchester, NH 60960",(474)311-6979x543
"Lewis, Gentry And Lopez", indiranagar ,Bangalore,Chinese,400.0,INR,Yes,No,2.9,Red,Excellent,8739.0,Delivery,"2911 Adams Extensions, Thomashaven, MA 67949",267.592.1660x7148
"Anderson, Odonnell And White", jayanagar ,Bangalore,North Indian,500.0,INR,Yes,No,2.0,Yellow,Excellent,7740.0,Dessert Parlor,"2457 Bailey Path Apt. 533, Silvamouth, NE 54063",521-016-4415x566
Moses Group, hsr ,Bangalore,Italian,600.0,INR,No,No,5.0,Yellow,Average,5472.0,Casual Dining,"PSC 9863, Box 9330, APO AA 30140",001-562-893-4620x2888
Schultz Ltd, jayanagar ,Bangalore,Mexican,700.0,INR,Yes,Yes,4.3,Orange,Excellent,9505.0,Dessert Parlor,"92503 Ramsey Ferry Apt. 977, North Theresa, NC 04631",+1-917-516-5600x79879
Benton Inc, btm ,Bangalore,Italian,400.0,INR,Yes,Yes,2.4,Orange,Very Good,7790.0,Casual Dining,"40798 Rogers Pine, Port Randy, DC 70286",9132590594
Holland-Moore, indiranagar ,Bangalore,Unknown,600.0,INR,No,Yes,3.3,Green,Average,2885.0,Quick Bites,"45782 Hill Parks Apt. 578, Parkerberg, RI 90418",001-766-063-3190
Murray-Mann, whitefield ,Bangalore,Unknown,300.0,INR,No,Yes,2.5,Red,Poor,5230.0,Cafe,"PSC 8591, Box 1420, APO AE 10575",7178785683
Thomas Group, jayanagar ,Bangalore,Italian,500.0,INR,No,No,2.7,Red,Very Good,7993.0,Casual Dining,"9624 Newton Street, Lake Jennifer, TX 97519",001-477-477-3959x84680
Johnson And Sons, hsr ,Bangalore,South Indian,400.0,INR,Yes,No,4.3,Orange,Average,8990.0,Dessert Parlor,"2012 Smith Passage, West Toddborough, RI 11326",(074)865-4387x067
Lewis And Sons, jayanagar ,Bangalore,Chinese,300.0,INR,Yes,No,3.1,Orange,Very Good,8419.0,Dessert Parlor,"Unit 5079 Box 6278, DPO AE 73634",734-378-1211
Hanson-Snow, koramangala ,Bangalore,Continental,700.0,INR,No,Yes,5.0,Green,Very Good,4450.0,Dessert Parlor,"16132 Johnson Vista, New Bobby, NC 57608",292-929-5069x4138
Smith Plc, jayanagar ,Bangalore,North Indian,300.0,INR,No,No,3.506421052631579,Yellow,Poor,7730.0,Casual Dining,"103 Miles Valleys Suite 934, Port Franciscochester, HI 79979",+1-065-348-9587x6073
Wilson Ltd, jayanagar ,Bangalore,Mexican,600.0,INR,No,Yes,5.0,Yellow,Excellent,3921.0,Dessert Parlor,"896 Meyer Knolls Apt. 483, West Charlestown, OK 08039",001-705-263-8662x391
